X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
1.0083127743720461,0.5698604338121686,0.28422225210633245,-1.42312072650678,-0.8059594724698989,-1.3233255688310948,-1.8304767629860488,-0.8609455677111861,-1.842640146758736,0.4117243473229724,1.4986144168823812,-0.07326830956410954,0.0
1.0083127743720461,-0.24400101447758565,0.970871337802472,1.1767146643200939,-0.008102033950154875,-1.1795407723785454,0.48889091543801605,-0.5096882687663312,-0.1532782649268027,-0.6924562798204221,-1.741755636812102,-0.07326830956410954,0.0
1.0083127743720461,-0.24400101447758565,0.970871337802472,-0.3831865701760305,-0.008102033950154875,-1.0498218799267889,0.5607154538443283,-0.5096882687663312,-0.7393834076031878,-0.6924562798204221,-1.518281840005586,-0.07326830956410954,0.0
1.4409249771524177,1.3837218821019228,0.28422225210633245,-1.42312072650678,0.19136232567978306,-1.2123612150470622,-1.8982662149650402,-0.004755901533102472,-1.8254017602094303,3.2335192833560917,-0.009833711561602487,0.6031551912331161,0.0
1.4409249771524177,1.3837218821019228,0.28422225210633245,0.1367805079893443,-0.24383264078553374,-0.9310431350312048,-1.7985995802102137,0.126965585571218,-1.2910117771809617,3.356206019705358,-1.238939593997441,-0.07326830956410954,0.0
1.4409249771524177,1.3837218821019228,-1.0890759192859467,0.1367805079893443,0.300161067296111,-0.39966453944569635,-0.24186323654980266,1.2465982259579427,0.5707339701440257,-0.9378297525189543,0.772324577261204,-0.07326830956410954,0.0
1.4409249771524177,1.3837218821019228,-1.0890759192859467,-0.9031536483414053,0.300161067296111,-0.3434009234425247,-0.21119657970216357,-0.1145238074533696,0.8982633145808294,-1.0605164888682204,-0.5126497543762636,-0.07326830956410954,0.0
1.4409249771524177,1.3837218821019228,-1.0890759192859467,-0.9031536483414053,0.15509607847433957,0.5396252721628055,0.24315415201417212,0.3684549785958056,-1.8771169198573467,2.5587422334351286,-1.0154657971909247,-0.07326830956410954,0.0
1.4409249771524177,1.3837218821019228,1.1997543663678518,1.1767146643200939,0.06443046046073211,0.2911276348154647,0.5837154464800577,-0.44382752521417096,-0.9979592058427693,1.1478447654185688,0.772324577261204,-0.07326830956410954,0.0
1.0083127743720461,0.5698604338121686,1.1997543663678518,-0.3831865701760305,0.33642731450155444,-0.3574668274433177,0.6079259650439832,-0.42187394403011763,0.6741642894398586,-0.26305270259799096,-0.009833711561602487,-0.07326830956410954,0.0
1.0083127743720461,0.5698604338121686,1.1997543663678518,-0.3831865701760305,0.33642731450155444,-0.3574668274433177,0.6079259650439832,-0.42187394403011763,-0.18775503802541343,0.4117243473229724,1.7779566628905261,-0.07326830956410954,0.0
1.0083127743720461,0.5698604338121686,1.1997543663678518,-0.3831865701760305,0.3908266853097184,-0.5887728043452448,0.6660312095974044,2.9809311394981637,0.07082076021416817,-0.385739438947257,-0.009833711561602487,-0.07326830956410954,0.0
0.5757005715916745,0.5698604338121686,-1.0890759192859467,-1.42312072650678,-4.9221785302876775,-0.6262818816806927,0.4735575870141963,-1.8049495586254831,-0.3256621304198571,1.699935078990266,1.4986144168823812,-0.07326830956410954,0.0
0.5757005715916745,0.5698604338121686,1.1997543663678518,-0.9031536483414053,0.046297336858011656,0.24424128814615514,0.5591014192734,-0.44382752521417096,0.415588491200277,-0.14036596624872488,-1.0154657971909247,-0.07326830956410954,0.0
0.5757005715916745,0.5698604338121686,1.1997543663678518,1.6966817424854688,0.40895980891244144,0.350517007263257,0.6119610514713041,0.039151260835004226,1.2947462052148542,-1.4285766979160186,0.2695085344465426,-0.07326830956410954,0.0
0.5757005715916745,0.5698604338121686,1.1997543663678518,-1.42312072650678,0.4814923033233259,0.4739843868257719,0.6696627873819931,1.0709695764855154,0.6914026759891637,-0.017679229899458825,0.772324577261204,-0.07326830956410954,0.0
0.14308836881130294,0.5698604338121686,0.28422225210633245,-0.3831865701760305,0.19136232567978306,-1.1732892594893043,-1.8849504297548811,-0.2681988757417436,-0.6531914748566605,-1.0605164888682204,0.772324577261204,-0.07326830956410954,0.0
1.4409249771524177,0.5698604338121686,0.970871337802472,-0.9031536483414053,-1.0416900793052777,-1.2201756061586138,0.46911899194414364,-1.321970772576308,-0.37737729006777354,0.16635087462444026,0.49298233125305885,-0.07326830956410954,0.0
0.5757005715916745,-0.24400101447758565,0.28422225210633245,1.6966817424854688,-0.2619657643882542,-1.2967566390518193,-1.9253012940280905,-0.597502593502545,-0.5152843824622169,-0.569769543471156,-0.009833711561602487,-0.07326830956410954,0.0
0.5757005715916745,-0.24400101447758565,-1.3179589478513267,-0.3831865701760305,-0.7878263488671784,-1.3045710301633708,-1.8191785209895501,-0.8609455677111861,-1.6530178947163758,-0.017679229899458825,0.2695085344465426,-0.07326830956410954,0.0
0.5757005715916745,-0.24400101447758565,1.1997543663678518,1.1767146643200939,0.06443046046073211,0.2911276348154647,0.5837154464800577,-0.44382752521417096,-0.10156310527888623,-0.26305270259799096,-0.7361235511827796,-0.07326830956410954,0.0
0.14308836881130294,-0.24400101447758565,1.1997543663678518,-0.9031536483414053,0.20949544928250352,-0.505940258562798,0.7116276862261306,0.039151260835004226,0.03634398711555741,-0.385739438947257,-0.7361235511827796,-0.07326830956410954,0.0
